xplane,yplane,xrocket,yrocket,vc,xnc,xnt,rtm,time,XNC (G)
23476.17,10898.27,22260.92,9862.343,3642.673246,7652.447747,-2.053393555,1644.96337,8.3259446,237.6536567
23444.32,10890.32,22303.91,9886.828,3596.523485,7717.024336,-2.058387632,1567.540264,8.3426657,239.6591409
23411.23,10882.01,22348.38,9912.573,3550.024131,7797.11884,-2.063579323,1488.803954,8.3599518,242.1465478
23379.75,10874.08,22390.55,9937.301,3503.017842,7885.5421,-2.068518819,1410.035575,8.3765716,244.8926118
23347.3,10865.85,22433.7,9963.301,3456.270913,7988.594043,-2.073613383,1333.254958,8.39347,248.0929827
23315.68,10857.79,22475.43,9989.162,3410.144214,8107.057031,-2.07857975,1256.18391,8.4093659,251.7719575
23284.41,10849.78,22516.28,10015.39,3364.858151,8240.378587,-2.083492095,1181.149024,8.426441,255.9123785
23251.41,10841.29,22558.68,10044.05,3322.057632,8406.208868,-2.088677908,1105.68552,8.4437262,261.0623872
23217.76,10832.58,22601.1,10074.44,3282.656221,8612.916208,-2.093970085,1027.697797,8.4610593,267.4818698
23188.24,10824.91,22637.76,10101.94,3244.024074,8826.014908,-2.098612601,952.8532524,8.4767004,274.0998419
23155.56,10816.36,22677.1,10133.9,3209.571451,9085.950509,-2.103755589,882.3331205,8.4939902,282.1723761
23124.3,10808.15,22713.55,10165.87,3179.806351,9397.848323,-2.108677031,809.0805074,8.5100689,291.8586436
23091.65,10799.54,22749.9,10201.06,3156.179578,9779.359934,-2.113818619,737.8998054,8.5274875,303.7068302
23059.87,10791.11,22783.39,10237.17,3139.211046,10237.85023,-2.118825573,666.5129877,8.5442422,317.9456594
23028.8,10782.83,22813.88,10274.41,3129.110523,10778.02854,-2.123721124,598.3114268,8.560409,334.7213831
22995.94,10774.03,22842.82,10316.23,3131.448248,11473.90108,-2.128903578,531.7545688,8.5776853,356.3323317
22965.23,10765.76,22866.45,10357.47,3144.352486,12309.48293,-2.133747626,465.904025,8.5936609,382.2820787
22932.55,10756.92,22886.31,10403.88,3176.030377,13404.0652,-2.138904469,404.8820996,8.6106759,416.2753167
22901.36,10748.44,22899.35,10450.25,3226.571585,14782.49079,-2.143828151,344.8902409,8.6271955,459.0835648
22870.1,10739.9,22904.62,10498.2,3301.026933,16552.46203,-2.148764428,291.119088,8.6435975,514.0516158
22836.91,10730.79,22898.9,10549.02,3412.044088,18978.8168,-2.154008321,242.2462491,8.6614606,589.4042484
22805.26,10722.06,22881.44,10594.64,3545.72395,21985.03644,-2.159009816,196.7521924,8.6782545,682.7651069
22773.7,10713.3,22851.16,10633.05,3690.270874,25551.23835,-2.164000115,160.277533,8.6944899,793.5167189
22741.59,10704.36,22808.97,10660.15,3820.867883,29397.52198,-2.169079704,130.7297974,8.7112824,912.9665213
22710.52,10695.64,22761.9,10673.66,3905.236344,32751.77942,-2.173997367,104.6530175,8.7279559,1017.136007
22679.03,10686.78,22711.86,10675.54,3948.581686,35354.03831,-2.178983467,83.90336616,8.7445637,1097.9515
22646.32,10677.53,22659.92,10669.13,3962.937314,36988.35401,-2.184164522,65.57073983,8.7620415,1148.706646
